id,text,source,language_pair,category,severity_hint,risk_flag
CS061,"पेट में बहुत दर्द है उन दिनों (pet mein bahut dard hai un dino)
Literal: There is much pain in the stomach during those days
Meaning: Dysmenorrhea; menstrual cramps.
Cultural context: Widely used expression for period cramps or lower abdominal pain.
Synonyms/variants: पीरियड्स में दर्द, नीचे के पेट में मरोड़
Disambiguation questions: कितने दिन रहता है दर्द? | दवा लेती हैं? | कभी बेहोशी या उल्टी होती है?",cultural_semantics,hi-en,Reproductive Health,moderate_to_severe,True
CS062,"कमज़ोरी लगती है पीरियड्स में (kamzori lagti hai periods mein)
Literal: Weakness is felt during periods
Meaning: Menstrual fatigue or mild anemia.
Cultural context: Common self-reported symptom during menstruation.
Synonyms/variants: थकान होती है, दम नहीं रहता
Disambiguation questions: क्या हर महीने कमजोरी लगती है? | हीमोग्लोबिन की जांच हुई? | खाना-पीना ठीक रहता है?",cultural_semantics,hi-en,Reproductive Health / General,mild,False
CS063,"पीरियड्स बहुत अनियमित हैं (periods bahut aniyamit hain)
Literal: Periods are very irregular
Meaning: Menstrual irregularity; may indicate PCOS, thyroid, or stress-related causes.
Cultural context: Direct but common expression; usually self-reported by urban patients.
Synonyms/variants: मासिक धर्म समय पर नहीं आता, डेट्स मिस हो जाती हैं
Disambiguation questions: कब से अनियमितता है? | कोई दवा ले रही हैं? | वज़न या बालों में बदलाव?",cultural_semantics,hi-en,Reproductive Health,moderate,True
CS064,"बहुत ज़्यादा ब्लीडिंग होती है (bahut zyada bleeding hoti hai)
Literal: There is very heavy bleeding
Meaning: Menorrhagia; excessive menstrual flow.
Cultural context: Common concern; may cause anemia or fatigue.
Synonyms/variants: बहुत खून निकलता है, लंबे दिन तक पीरियड्स रहते हैं
Disambiguation questions: कितने दिन तक ब्लीडिंग रहती है? | कपड़े या पैड कितनी बार बदलती हैं? | चक्कर या थकान होती है?",cultural_semantics,hi-en,Reproductive Health,severe,True
CS065,"पीरियड्स के पहले चिड़चिड़ापन रहता है (periods ke pehle chidchidapan rehta hai)
Literal: Irritability remains before periods
Meaning: Premenstrual syndrome (PMS) – mood changes, irritability.
Cultural context: Relates to emotional fluctuations before menstruation.
Synonyms/variants: मन नहीं लगता, गुस्सा जल्दी आता है
Disambiguation questions: क्या हर महीने ऐसा होता है? | कितने दिन पहले शुरू होता है? | क्या नींद या भूख पर असर पड़ता है?",cultural_semantics,hi-en,Mental Health / Reproductive Health,mild_to_moderate,False
CS066,"पीरियड्स में पेट फूल जाता है (periods mein pet phool jaata hai)
Literal: Stomach gets bloated during periods
Meaning: Menstrual bloating; water retention or hormonal swelling.
Cultural context: Common premenstrual symptom described in daily talk.
Synonyms/variants: पेट भारी लगता है, फूलन महसूस होती है
Disambiguation questions: क्या हर महीने ऐसा होता है? | खाने से बढ़ता है? | कितने दिन में कम हो जाता है?",cultural_semantics,hi-en,Reproductive Health / Gastrointestinal,mild,False
CS067,"पीरियड्स में चक्कर आते हैं (periods mein chakkar aate hain)
Literal: Dizziness occurs during periods
Meaning: Hypotension or anemia during menstruation.
Cultural context: Expresses low BP or iron deficiency symptoms linked to menstruation.
Synonyms/variants: सिर घूमता है, कमज़ोरी लगती है
Disambiguation questions: क्या हर बार चक्कर आते हैं? | हीमोग्लोबिन की जांच कराई? | क्या दवा लेती हैं?",cultural_semantics,hi-en,Reproductive Health / Neurology,moderate,True
CS068,"पीरियड्स में नींद नहीं आती (periods mein neend nahi aati)
Literal: Sleep doesn’t come during periods
Meaning: Insomnia due to cramps, discomfort, or mood fluctuations.
Cultural context: Common symptom reflecting hormonal and physical discomfort.
Synonyms/variants: नींद टूट जाती है, आराम नहीं मिलता
Disambiguation questions: क्या दर्द से नींद नहीं आती? | क्या हर महीने ऐसा होता है? | कोई दवा या चाय-कॉफी रात में?",cultural_semantics,hi-en,Reproductive Health / Mental Health,mild_to_moderate,False
CS069,"उन दिनों मूड बदल जाता है (un dino mood badal jaata hai)
Literal: Mood changes during those days
Meaning: Mood swings during menstruation or PMS.
Cultural context: Casual acknowledgment of hormonal mood variation during menstruation.
Synonyms/variants: रोना आता है, गुस्सा जल्दी आता है
Disambiguation questions: क्या मूड हर बार बदलता है? | कितने दिन तक रहता है? | नींद या काम पर असर पड़ता है?",cultural_semantics,hi-en,Mental Health / Reproductive Health,mild,False
CS070,"नीचे भारीपन लगता है (neeche bhaaripan lagta hai)
Literal: Heaviness is felt below
Meaning: Pelvic heaviness during menstruation; may indicate cramps or PMS.
Cultural context: Polite phrasing for menstrual discomfort in lower abdomen.
Synonyms/variants: नीचे खिंचाव, कमर में दबाव
Disambiguation questions: क्या ये दर्द हर महीने होता है? | कितने दिन तक रहता है? | क्या बुखार या सफेद डिस्चार्ज है?",cultural_semantics,hi-en,Reproductive Health,mild_to_moderate,False
CS071,"नीचे खिंचाव सा होता है (neeche khinchaav sa hota hai)
Literal: There is a pulling sensation below
Meaning: Pelvic discomfort or mild cramping before/during periods.
Cultural context: Common idiom indicating internal tension before menstruation.
Synonyms/variants: पेट में खिंचाव, नीचे दर्द
Disambiguation questions: कितने दिन पहले दर्द शुरू होता है? | क्या पीरियड्स के बाद ठीक हो जाता है? | कभी ज़्यादा तेज़ दर्द हुआ?",cultural_semantics,hi-en,Reproductive Health,mild,False
CS072,"खून के थक्के निकलते हैं (khoon ke thakke nikalte hain)
Literal: Blood clots come out
Meaning: Passage of clots during menstruation; may indicate heavy flow.
Cultural context: Frequent concern shared by women describing heavy periods.
Synonyms/variants: थक्के बनते हैं, खून गाढ़ा है
Disambiguation questions: क्या हर महीने थक्के आते हैं? | कितने बड़े थक्के होते हैं? | क्या दर्द के साथ आते हैं?",cultural_semantics,hi-en,Reproductive Health,moderate_to_severe,True
CS073,"पेट नीचे खिंचता है (pet neeche khinchta hai)
Literal: The stomach pulls downward
Meaning: Lower abdominal cramping during periods.
Cultural context: Vivid description of uterine cramps.
Synonyms/variants: नीचे दर्द, पेट में ऐंठन
Disambiguation questions: क्या हर महीने ऐसा दर्द होता है? | कितनी देर रहता है? | दवा से आराम मिलता है?",cultural_semantics,hi-en,Reproductive Health,moderate,False
CS074,"शरीर टूटता है पीरियड्स में (shareer toot-ta hai periods mein)
Literal: The body breaks during periods
Meaning: Extreme body ache or fatigue during menstruation.
Cultural context: Expresses fatigue, pain, and body weakness during menstruation.
Synonyms/variants: बदन दर्द होता है, कमर टूटती है
Disambiguation questions: क्या हर बार ऐसा महसूस होता है? | आराम से ठीक होता है? | खून ज़्यादा निकलता है?",cultural_semantics,hi-en,Reproductive Health / General,moderate,False
CS075,"वो दिन लेट आ गए (wo din late aa gaye)
Literal: Those days came late
Meaning: Delayed period; possible hormonal imbalance or stress.
Cultural context: Polite euphemism for menstrual delay, used commonly in social settings.
Synonyms/variants: डेट्स लेट हुई, पीरियड्स देर से आए
Disambiguation questions: कितने दिन लेट हुए? | क्या ऐसा पहले भी हुआ? | कोई दवा या तनाव रहा?",cultural_semantics,hi-en,Reproductive Health,mild_to_moderate,False
CS076,"वो दिन समय पर नहीं आते (wo din samay par nahi aate)
Literal: Those days don’t come on time
Meaning: Irregular menstrual cycles.
Cultural context: Another indirect euphemism for delayed or irregular periods.
Synonyms/variants: पीरियड्स मिस होते हैं, डेट्स गड़बड़ हैं
Disambiguation questions: कितने दिनों से गड़बड़ चल रही है? | कोई तनाव या दवा शुरू की? | पीसीओएस या थायरॉइड की जांच हुई?",cultural_semantics,hi-en,Reproductive Health,moderate,True
CS077,"वो दिन बहुत जल्दी आ जाते हैं (wo din bahut jaldi aa jaate hain)
Literal: Those days come too early
Meaning: Short menstrual cycle; possible hormonal imbalance or stress response.
Cultural context: Used to describe frequent menstruation or shortened cycle.
Synonyms/variants: पीरियड्स जल्दी आ जाते हैं, सायकल छोटा हो गया
Disambiguation questions: कितने दिन में दोबारा आ जाते हैं? | क्या ब्लीडिंग ज़्यादा होती है? | कोई नई दवा शुरू की?",cultural_semantics,hi-en,Reproductive Health,mild_to_moderate,True
CS078,"वो दिन आने वाले हैं (wo din aane wale hain)
Literal: Those days are about to come
Meaning: Premenstrual phase with emotional and physical symptoms.
Cultural context: Indirectly indicates upcoming menstruation; often linked with mood or cramps.
Synonyms/variants: डेट्स आने वाली हैं, मूड खराब है उन दिनों से पहले
Disambiguation questions: क्या हर महीने ऐसा महसूस होता है? | कितने दिन पहले लक्षण शुरू होते हैं?",cultural_semantics,hi-en,Reproductive Health / Mental Health,mild,False
CS079,"वो दिन बहुत दर्दनाक होते हैं (wo din bahut dardnaak hote hain)
Literal: Those days are very painful
Meaning: Severe dysmenorrhea; possibly endometriosis or uterine pathology.
Cultural context: Common expression reflecting extreme period pain and discomfort.
Synonyms/variants: पीरियड्स में बहुत तकलीफ होती है, दर्द बर्दाश्त नहीं होता
Disambiguation questions: कितने साल से ऐसा दर्द है? | क्या दवा से राहत मिलती है? | कभी अल्ट्रासाउंड कराया?",cultural_semantics,hi-en,Reproductive Health,severe,True
CS080,"वो दिन बहुत हल्के रहते हैं (wo din bahut halke rehte hain)
Literal: Those days are very light
Meaning: Scanty menstrual flow (hypomenorrhea).
Cultural context: Used to describe very little bleeding, often linked to stress or hormonal change.
Synonyms/variants: कम खून निकलता है, बहुत हल्के पीरियड्स
Disambiguation questions: पहले ऐसा नहीं होता था? | कितने दिन तक रहता है? | कोई नई दवा या तनाव?",cultural_semantics,hi-en,Reproductive Health,mild,False
CS081,"वो दिन रुक-रुक कर आते हैं (wo din ruk-ruk kar aate hain)
Literal: Those days come intermittently
Meaning: Interrupted or spotting-type menstrual flow.
Cultural context: Common phrase for irregular bleeding or mid-cycle spotting.
Synonyms/variants: बीच-बीच में ब्लीडिंग, पीरियड्स टूट-टूट कर आते हैं
Disambiguation questions: क्या हर महीने ऐसा होता है? | बीच में ब्लीडिंग होती है? | दवा लेती हैं?",cultural_semantics,hi-en,Reproductive Health,moderate,True
CS082,"नीचे जलन होती है पीरियड्स में (neeche jalan hoti hai periods mein)
Literal: Burning occurs below during periods
Meaning: Vulvar irritation or infection during menstruation.
Cultural context: Often due to poor hygiene or allergic reaction to pads.
Synonyms/variants: नीचे खुजली या जलन, जलन बढ़ जाती है उन दिनों
Disambiguation questions: क्या हर महीने ऐसा होता है? | क्या किसी खास पैड से बढ़ता है? | सफेद या बदबूदार डिस्चार्ज है?",cultural_semantics,hi-en,Reproductive Health / Infection,mild_to_moderate,True
CS083,"गंध आती है उन दिनों (gandh aati hai un dino)
Literal: Smell comes during those days
Meaning: Foul menstrual odor possibly due to infection or poor hygiene.
Cultural context: Sensitive concern, often avoided in direct conversation.
Synonyms/variants: पीरियड्स में बदबू, खराब गंध
Disambiguation questions: क्या ये हर बार होता है? | क्या डिस्चार्ज या खुजली भी है? | पैड कितनी बार बदलती हैं?",cultural_semantics,hi-en,Reproductive Health / Hygiene,mild_to_moderate,True
CS084,"पीरियड्स में कमर टूटती है (periods mein kamar toot-ti hai)
Literal: Back breaks during periods
Meaning: Severe lower back pain associated with menstruation.
Cultural context: Very common phrase expressing backache and fatigue.
Synonyms/variants: पीठ दर्द, नीचे दर्द
Disambiguation questions: क्या दर्द नीचे तक जाता है? | कितने दिन रहता है? | आराम से कम होता है?",cultural_semantics,hi-en,Reproductive Health / Musculoskeletal,moderate,False
CS085,"नीचे दबाव महसूस होता है (neeche dabav mehsoos hota hai)
Literal: Pressure is felt below
Meaning: Pelvic pressure or heaviness during menstruation.
Cultural context: Polite phrasing describing discomfort during flow days.
Synonyms/variants: नीचे भारीपन, दबाव दर्द
Disambiguation questions: क्या हर महीने ऐसा दबाव लगता है? | क्या दर्द या जलन भी है? | लेटने से आराम मिलता है?",cultural_semantics,hi-en,Reproductive Health,mild,False
CS086,"पीरियड्स में मन खराब रहता है (periods mein man kharab rehta hai)
Literal: Mind feels bad during periods
Meaning: Low mood or irritability during menstruation (PMS).
Cultural context: Common euphemism for mood swings during menstruation.
Synonyms/variants: मूड डाउन, कुछ अच्छा नहीं लगता
Disambiguation questions: क्या हर महीने ऐसा महसूस होता है? | क्या काम पर असर पड़ता है? | क्या पीरियड्स के बाद मूड ठीक हो जाता है?",cultural_semantics,hi-en,Reproductive Health / Mental Health,mild_to_moderate,False
CS087,"नीचे सूजन आ जाती है (neeche soojan aa jaati hai)
Literal: Swelling occurs below
Meaning: Vulvar or pelvic swelling during menstruation; may be due to inflammation or fluid retention.
Cultural context: Sensitive topic, described euphemistically.
Synonyms/variants: सूजन या फुलाव नीचे, भारीपन महसूस होता है
Disambiguation questions: क्या दर्द या जलन भी है? | कितने दिन रहती है? | क्या हर महीने ऐसा होता है?",cultural_semantics,hi-en,Reproductive Health,mild_to_moderate,True
CS088,"वो दिन में बदन भारी रहता है (wo din mein badan bhaari rehta hai)
Literal: Body feels heavy during those days
Meaning: Menstrual fatigue and water retention.
Cultural context: Expresses lethargy and discomfort linked to menstruation.
Synonyms/variants: शरीर सुस्त लगता है, थकान रहती है
Disambiguation questions: क्या हर बार ऐसा महसूस होता है? | क्या हीमोग्लोबिन की जांच हुई? | क्या नींद पूरी होती है?",cultural_semantics,hi-en,Reproductive Health / General,mild,False
CS089,"वो दिन में बुरा महसूस होता है (wo din mein bura mehsoos hota hai)
Literal: Feel bad during those days
Meaning: General discomfort and low energy during menstruation.
Cultural context: Catch-all phrase for irritability, fatigue, or unease during periods.
Synonyms/variants: मूड खराब रहता है, बेचैनी रहती है
Disambiguation questions: क्या हर बार ऐसा महसूस होता है? | क्या दर्द या थकान भी रहती है? | क्या पीरियड्स खत्म होने पर ठीक हो जाता है?",cultural_semantics,hi-en,Reproductive Health / Mental Health,mild,False
CS090,"पेट में हवा भरी है (pet mein hawa bhari hai)
Literal: The stomach is filled with air
Meaning: Abdominal bloating or distension due to gas.
Cultural context: Used jokingly but genuinely to describe bloating or flatulence.
Synonyms/variants: गैस हो गई, पेट फूला हुआ है
Disambiguation questions: क्या डकारें आती हैं? | खाने के बाद बढ़ता है? | गैस की दवा से राहत मिलती है?",cultural_semantics,hi-en,Gastrointestinal,mild,False
CS091,"गैस ऊपर चढ़ गई है (gas upar chadh gayi hai)
Literal: Gas has risen upwards
Meaning: Reflux or chest discomfort due to trapped gas; often confused with heart pain.
Cultural context: Very common North Indian expression mixing humor and worry.
Synonyms/variants: गैस ऊपर चढ़ी है, डकार नहीं निकल रही
Disambiguation questions: क्या सीने में जलन होती है? | खाना खाने के बाद बढ़ता है? | डकार से राहत मिलती है?",cultural_semantics,hi-en,Gastrointestinal / Cardiac (differential),mild_to_moderate,True
CS092,"पेट गुड़गुड़ कर रहा है (pet gudgud kar raha hai)
Literal: The stomach is making gurgling sounds
Meaning: Intestinal motility or gas movement; often normal digestion or mild upset.
Cultural context: Commonly said with humor or embarrassment when stomach noises are audible.
Synonyms/variants: पेट बोल रहा है, गुड़गुड़ आवाज़ आ रही है
Disambiguation questions: क्या पेट दर्द के साथ है? | क्या भूख लगने पर होता है? | खाने के बाद बढ़ता है?",cultural_semantics,hi-en,Gastrointestinal,mild,False
CS093,"डकार नहीं निकल रही (dakar nahi nikal rahi)
Literal: Burp is not coming out
Meaning: Trapped air in stomach causing discomfort.
Cultural context: Typical Indian way to describe indigestion or incomplete burping.
Synonyms/variants: गैस फंसी है, डकार अटकी हुई है
Disambiguation questions: क्या दर्द के साथ है? | क्या हर बार खाना खाने के बाद होता है? | क्या डकार निकलने पर आराम मिलता है?",cultural_semantics,hi-en,Gastrointestinal,mild,False
CS094,"गैस बन रही है (gas ban rahi hai)
Literal: Gas is forming
Meaning: Flatulence, bloating, or abdominal discomfort.
Cultural context: Everyday expression for minor digestive distress; used humorously.
Synonyms/variants: पेट फूल रहा है, अपच हो गया
Disambiguation questions: क्या दर्द भी है? | खाने से पहले या बाद में? | कितने दिन से चल रहा है?",cultural_semantics,hi-en,Gastrointestinal,mild,False
CS095,"पेट फूला हुआ है (pet phoola hua hai)
Literal: Stomach is swollen
Meaning: Abdominal bloating or distension.
Cultural context: Most common rural phrasing for feeling full or inflated.
Synonyms/variants: पेट में फुलाव, फूला पेट
Disambiguation questions: क्या दर्द या भारीपन भी है? | कब से ऐसा है? | क्या खाना खाने के बाद बढ़ता है?",cultural_semantics,hi-en,Gastrointestinal,mild_to_moderate,False
CS096,"गैस नीचे फँसी हुई है (gas neeche fasi hui hai)
Literal: Gas is trapped below
Meaning: Flatulence with lower abdominal discomfort.
Cultural context: Folksy way to describe trapped intestinal gas; often said humorously.
Synonyms/variants: गैस अटकी है, नीचे दबाव है
Disambiguation questions: क्या गैस निकलने पर आराम मिलता है? | क्या पेट दर्द साथ है? | कब से ऐसा होता है?",cultural_semantics,hi-en,Gastrointestinal,mild,False
CS097,"पेट में गुब्बारे जैसा लग रहा है (pet mein gubbare jaisa lag raha hai)
Literal: Feels like there’s a balloon in the stomach
Meaning: Abdominal distension due to gas or overeating.
Cultural context: Metaphoric humorous exaggeration common in Indian households.
Synonyms/variants: पेट फूल गया है, हवा भर गई है
Disambiguation questions: खाने के बाद ऐसा लगता है? | आराम से बैठने पर कम होता है? | क्या गैस की दवा ली?",cultural_semantics,hi-en,Gastrointestinal,mild,False
CS098,"गैस ऊपर नीचे हो रही है (gas upar neeche ho rahi hai)
Literal: Gas is moving up and down
Meaning: Reflux or gas movement in abdomen; non-specific gastric unease.
Cultural context: Popular descriptive phrase in semi-urban India; both serious and funny.
Synonyms/variants: गैस घूम रही है, पेट में हलचल
Disambiguation questions: क्या सीने में जलन भी होती है? | क्या गैस ऊपर तक आती है? | क्या डकार निकलती है?",cultural_semantics,hi-en,Gastrointestinal,mild,False
CS099,"गैस से सिर दर्द हो रहा है (gas se sir dard ho raha hai)
Literal: Headache is happening because of gas
Meaning: Referred symptom belief — gas attributed as cause of headache.
Cultural context: Very Indian explanatory model linking digestion with headaches.
Synonyms/variants: गैस चढ़ी है सिर तक, गैस से चक्कर आ रहा
Disambiguation questions: क्या हर बार गैस से सिर दर्द होता है? | क्या नींद या भूख प्रभावित है? | दवा से राहत मिलती है?",cultural_semantics,hi-en,Gastrointestinal / Folk Belief,mild_to_moderate,False
CS100,"गैस अटक गई है (gas atak gayi hai)
Literal: The gas is stuck
Meaning: Trapped intestinal gas causing abdominal discomfort.
Cultural context: Very common casual phrase said with frustration or humor.
Synonyms/variants: गैस फंसी हुई है, डकार नहीं निकल रही
Disambiguation questions: क्या पेट दर्द साथ है? | क्या गैस निकलने पर आराम होता है?",cultural_semantics,hi-en,Gastrointestinal,mild,False
CS101,"गैस चढ़ गई थी कल रात (gas chadh gayi thi kal raat)
Literal: Gas had risen last night
Meaning: Gastric reflux or severe bloating at night.
Cultural context: Used commonly when people wake up with heaviness or heartburn.
Synonyms/variants: गैस ऊपर चली गई, गैस चढ़ी थी
Disambiguation questions: क्या सीने में जलन हुई? | खाने के बाद लेट गए थे?",cultural_semantics,hi-en,Gastrointestinal,moderate,True
CS102,"गैस घूम रही है शरीर में (gas ghoom rahi hai shareer mein)
Literal: Gas is roaming around in the body
Meaning: Perceived migrating discomfort due to gas; non-localized bloating.
Cultural context: Describes general unease or pain moving around the body.
Synonyms/variants: गैस इधर-उधर घूम रही है, पेट से सिर तक जा रही है
Disambiguation questions: कहाँ-कहाँ दर्द घूमता है? | क्या हर बार ऐसा होता है?",cultural_semantics,hi-en,Gastrointestinal / Folk Belief,mild_to_moderate,False
CS103,"गैस सिर पर चढ़ गई है (gas sir par chadh gayi hai)
Literal: Gas has gone up to the head
Meaning: Cultural belief linking gas with headache or dizziness.
Cultural context: Very Indian idiom connecting digestion and brain symptoms humorously.
Synonyms/variants: गैस से सिर दर्द, गैस चढ़ गई
Disambiguation questions: क्या हर बार ऐसा होता है? | क्या खाकर बढ़ता है? | नींद पूरी हुई?",cultural_semantics,hi-en,Gastrointestinal / Folk Explanatory Model,mild,False
CS104,"पेट में गुड़गुड़ और जलन दोनों हैं (pet mein gudgud aur jalan dono hain)
Literal: There’s both gurgling and burning in the stomach
Meaning: Gastritis or acid reflux with bloating.
Cultural context: Typical way to describe mixed symptoms humorously.
Synonyms/variants: पेट में जलन, गैस बन रही है
Disambiguation questions: क्या खाना खाने के बाद बढ़ता है? | क्या सीने तक जलन जाती है?",cultural_semantics,hi-en,Gastrointestinal,moderate,True
CS105,"गैस निकल ही नहीं रही (gas nikal hi nahi rahi)
Literal: The gas just isn’t coming out
Meaning: Constipation or trapped gas in lower abdomen.
Cultural context: Said with mild frustration or laughter, very common in daily talk.
Synonyms/variants: फंसी हुई है, डकार नहीं निकल रही
Disambiguation questions: क्या दर्द साथ है? | क्या मल भी नहीं हुआ?",cultural_semantics,hi-en,Gastrointestinal,mild,False
CS106,"गैस से पेट कड़ा हो गया है (gas se pet kada ho gaya hai)
Literal: The stomach has become hard due to gas
Meaning: Abdominal distension and tightness from gas or constipation.
Cultural context: Frequent expression among elders describing fullness and tension.
Synonyms/variants: पेट तना हुआ है, भरा हुआ है
Disambiguation questions: क्या मल या गैस निकली? | कब से ऐसा महसूस हो रहा है?",cultural_semantics,hi-en,Gastrointestinal,moderate,False
CS107,"गैस से छाती भारी लग रही है (gas se chhati bhaari lag rahi hai)
Literal: Chest feels heavy due to gas
Meaning: Reflux-related heaviness; must be differentiated from cardiac pain.
Cultural context: Typical middle-age phrasing, often underestimating heart issues.
Synonyms/variants: गैस ऊपर चढ़ी है, सीने में भारीपन
Disambiguation questions: क्या दर्द बाएं हाथ तक जाता है? | क्या लेटने से बढ़ता है? | क्या गैस की दवा से राहत मिलती है?",cultural_semantics,hi-en,Gastrointestinal / Cardiac Overlap,moderate,True
CS108,"गैस की वजह से मूड भी खराब है (gas ki wajah se mood bhi kharab hai)
Literal: Because of gas, even the mood is bad
Meaning: Discomfort from bloating affecting emotional state.
Cultural context: Light-hearted yet real link between digestion and mood in Indian households.
Synonyms/variants: पेट खराब तो मूड खराब, गैस से चिड़चिड़ापन
Disambiguation questions: क्या पेट ठीक होने पर मूड ठीक हो जाता है? | क्या हर बार ऐसा होता है?",cultural_semantics,hi-en,Gastrointestinal / Mental Health,mild,False
CS109,"गैस की वजह से भूख नहीं लग रही (gas ki wajah se bhukh nahi lag rahi)
Literal: Because of gas, appetite is gone
Meaning: Loss of appetite due to indigestion or bloating.
Cultural context: Everyday explanation linking poor appetite to ‘gas’.
Synonyms/variants: पेट भारी है, भूख मरी हुई है
Disambiguation questions: क्या पिछले कुछ दिनों से भूख कम है? | क्या दर्द या जलन भी है?",cultural_semantics,hi-en,Gastrointestinal,mild,False
CS110,"घुटनों में जंग लग गई है (ghutno mein jang lag gayi hai)
Literal: Rust has settled in the knees
Meaning: Joint stiffness due to arthritis or aging.
Cultural context: Used humorously by older adults to describe knee stiffness.
Synonyms/variants: घुटने जाम हो गए, पैर नहीं मुड़ते
Disambiguation questions: क्या सूजन भी है? | ठंड में बढ़ता है? | चलने में तकलीफ होती है?",cultural_semantics,hi-en,Musculoskeletal,moderate,False
CS111,"हड्डियों में दर्द समा गया है (haddiyon mein dard sama gaya hai)
Literal: Pain has entered the bones
Meaning: Deep musculoskeletal or arthritic pain.
Cultural context: Used to convey chronic or weather-related pain.
Synonyms/variants: पूरा शरीर दर्द कर रहा, हड्डियाँ टूट रही हैं
Disambiguation questions: क्या दर्द एक जगह है या पूरे शरीर में? | क्या बुखार भी था?",cultural_semantics,hi-en,Musculoskeletal,moderate_to_severe,False
CS112,"पीठ टूट रही है (peeth toot rahi hai)
Literal: The back is breaking
Meaning: Severe backache or fatigue-related muscle pain.
Cultural context: Colloquial exaggeration to express severe back pain.
Synonyms/variants: कमर टूट रही, पीठ दर्द हो गया
Disambiguation questions: क्या दर्द नीचे पैरों तक जाता है? | कितने दिन से है? | आराम से ठीक होता है?",cultural_semantics,hi-en,Musculoskeletal,moderate,False
CS113,"हड्डियाँ चटक रही हैं (haddiyan chatak rahi hain)
Literal: Bones are cracking
Meaning: Joint cracking or stiffness due to age or cold.
Cultural context: Describes audible joint sounds; often joked about by elders.
Synonyms/variants: जोड़ बज रहे हैं, घुटनों से आवाज़ आ रही है
Disambiguation questions: क्या दर्द के साथ आवाज़ आती है? | ठंड में बढ़ती है?",cultural_semantics,hi-en,Musculoskeletal,mild,False
CS114,"कमर में जकड़न है (kamar mein jakadn hai)
Literal: There is tightness in the back
Meaning: Lumbar stiffness or muscle strain.
Cultural context: Common idiom for back tension, used across genders.
Synonyms/variants: पीठ कसी हुई है, कमर जाम
Disambiguation questions: क्या दर्द नीचे पैरों तक जाता है? | क्या उठने-बैठने में दिक्कत है?",cultural_semantics,hi-en,Musculoskeletal,mild_to_moderate,False
CS115,"घुटनों में पानी भर गया है (ghutno mein paani bhar gaya hai)
Literal: Water has filled in the knees
Meaning: Knee effusion due to arthritis or inflammation.
Cultural context: Literal translation of medical term; widely used idiom.
Synonyms/variants: घुटने सूज गए, दर्द के साथ सूजन
Disambiguation questions: क्या सूजन गर्म है? | क्या चलने पर दर्द बढ़ता है?",cultural_semantics,hi-en,Musculoskeletal,moderate,True
CS116,"हड्डियाँ बज रही हैं (haddiyan baj rahi hain)
Literal: Bones are playing sounds
Meaning: Joint crepitus or age-related friction in joints.
Cultural context: Said humorously to mock old age stiffness.
Synonyms/variants: जोड़ चरमरा रहे, घुटने बोल रहे हैं
Disambiguation questions: क्या दर्द भी होता है? | क्या हर बार आवाज़ आती है?",cultural_semantics,hi-en,Musculoskeletal,mild,False
CS117,"हड्डियों में ठंड घुस गई है (haddiyon mein thand ghus gayi hai)
Literal: Cold has entered the bones
Meaning: Joint pain aggravated by cold weather or infection.
Cultural context: Common in rural areas during winter; metaphor for stiffness.
Synonyms/variants: ठंड से दर्द बढ़ गया, जोड़ अकड़ गए
Disambiguation questions: क्या ठंड से बढ़ता है? | क्या गरम करने से राहत मिलती है?",cultural_semantics,hi-en,Musculoskeletal / Seasonal,mild_to_moderate,False
CS118,"कंधा जाम हो गया है (kandha jam ho gaya hai)
Literal: Shoulder is jammed
Meaning: Frozen shoulder or shoulder stiffness.
Cultural context: Common complaint among diabetics or sedentary individuals.
Synonyms/variants: कंधा नहीं घूमता, हाथ ऊपर नहीं उठता
Disambiguation questions: कब से नहीं घूम रहा? | कोई चोट लगी थी?",cultural_semantics,hi-en,Musculoskeletal,moderate_to_severe,True
CS119,"जोड़ों में चुभन होती है (jodon mein chubhan hoti hai)
Literal: There’s a prickling in the joints
Meaning: Arthritic inflammation or nerve sensitivity.
Cultural context: Used by elders to describe sharp intermittent pain.
Synonyms/variants: सुई चुभती है, दर्द काटता है
Disambiguation questions: क्या सूजन भी है? | ठंड या गर्मी से फर्क पड़ता है?",cultural_semantics,hi-en,Musculoskeletal,moderate,False
CS120,"गरदन जाम हो गई है (gardan jam ho gayi hai)
Literal: Neck has become jammed
Meaning: Cervical stiffness due to muscle spasm or poor posture.
Cultural context: Commonly used after sleeping in bad posture or stress.
Synonyms/variants: गरदन नहीं घूमती, गर्दन अकड़ गई
Disambiguation questions: क्या दर्द हाथ तक जा रहा है? | क्या गर्दन घुमाने पर बढ़ता है?",cultural_semantics,hi-en,Musculoskeletal,mild_to_moderate,False
CS121,"साइटिका का दर्द है (sciatica ka dard hai)
Literal: It’s sciatica pain
Meaning: Radiating pain from lower back to legs due to nerve compression.
Cultural context: Word ‘साइटिका’ is colloquially used by older adults who heard it from doctors.
Synonyms/variants: कमर से पैर तक दर्द, नस दब गई है
Disambiguation questions: क्या दर्द पैर तक जाता है? | क्या झनझनाहट या सुन्नपन है?",cultural_semantics,hi-en,Musculoskeletal / Neurology,moderate_to_severe,True
